,nfci,ts,hp,sv,gdp
0,0.521000467061193,0.680074766761655,2.89416941945152,0.539346897746934,0.901496
1,2.04229054946492,-0.453351612553466,4.43131108589743,1.07218083377065,2.996681
2,3.14464256129303,-2.12196126490388,-0.0625987759353736,0.615494938646556,3.181783
3,5.26913513746056,-2.82634259322864,3.59872358446521,1.73533407685572,2.442616
4,8.97214743513689,-2.5502325605025,-1.46684419347771,1.1306292254496,0.810996
5,7.28558527119904,-3.80065322052891,-0.456901900832145,0.973100773034381,0.955064
6,9.71648271629515,-3.55978605774927,-1.59007649172588,2.74055402506005,0.166712
7,10.5241596848764,-1.78547151543872,0.661528695276825,2.69091519663578,-2.090375
8,7.91075057453705,0.717311976951797,0.716976743497347,1.37768186573263,-1.739606
9,5.1322541206208,1.95002682026375,-2.01383676888757,0.849719897504023,-0.05161
10,3.33810911035085,2.38021741904278,-1.40491832744192,0.920998490580075,1.421426
11,2.25081462092971,2.40258064195529,0.430938960985297,0.669718821925113,1.120332
12,1.15567343721801,2.42437625135602,0.129569080095602,0.704800439489118,1.761833
13,0.727426582590681,1.62042561683996,0.540978229807023,0.462056102074571,1.80745
14,0.347027922682853,0.979559313207077,-1.37499569305489,0.330562241285647,2.541459
15,0.536253617528249,0.506636384948505,0.939312288369123,0.470828353242691,1.73467
16,1.36999531654291,1.31308199702017,1.68743528829294,0.270329179328068,0.03961
17,1.72137699393124,1.1891615307888,-0.807126842324866,0.34707815370078,-0.556863
18,1.4869790908023,1.35780766071784,1.60112567238593,0.261404867407773,-0.935348
19,0.527096757755507,1.04852731757926,1.60216833998515,0.434744836359514,0.856853
20,1.15961815507138,1.43256283450521,1.34675385710734,0.355951320865753,1.634294
21,1.81328343802104,1.34578670494842,0.65877885445381,0.598922583575502,1.729759
22,0.831340645676398,1.17080778364057,0.794964015907794,0.442451555297177,0.526216
23,0.347289592499616,0.499754372446904,2.19306137989309,1.09836704113831,1.523831
24,0.216757343617845,0.814775810557255,0.240871956771501,0.415048581395946,1.579975
25,-0.744576064922611,0.0364673235151571,2.47964030047398,0.339707980541507,0.727096
26,1.1770234593409,-0.996362529879017,0.269690470925213,0.38723907724095,1.730408
27,0.438860476505071,-2.52431618961323,0.598675654101714,0.723742310139589,2.353894
28,2.04260237543645,-1.90988332974876,1.26098333913455,1.34479489086193,-0.1836
29,1.37137741275538,-2.2454117275405,1.05524892906645,0.88453010058438,0.776049
30,-0.797493021534971,-0.236355289114831,-2.89616803766837,0.893201668452578,0.083677
31,-1.11020056057263,-0.938881084527017,1.65132323143271,1.2005304519942,0.852303
32,5.14794673848481,-1.64920359243585,-1.9227421802464,0.840150610947981,-0.570495
33,8.06494935676476,-3.23620329908456,0.265550788704745,0.43783482949442,0.194997
34,10.0330669928052,-3.06492654211703,-1.60140253643996,0.894736038374679,0.04631
35,7.87877535660223,-1.56677226588953,-1.46700053741021,0.697479037350972,0.811647
36,8.0050396169415,-0.894150734436828,-0.687640286283159,1.00995209938064,-0.039523
37,7.63350562585167,-1.14314257278868,-0.0163158219122395,0.568914370533347,-0.284174
38,5.73506631446862,0.0459311490615482,-1.75070999338566,1.45472119798789,-0.053488
39,6.77709581847562,0.727545205697423,-0.935516534486932,2.18486127368002,-0.290769
40,7.20573177382623,1.14714270575328,-1.47138919082206,1.0715139895756,0.279768
41,7.48296039984955,0.994683393092855,0.98396110564105,0.613067391707873,-0.120409
42,6.63799352280317,1.15513808788088,1.21574377386116,0.739164255248351,1.862229
43,6.15452719372586,1.25429946794278,0.739344348334109,0.39365837638298,2.2168
44,6.3513231138288,1.19327680142856,-0.192352812686924,0.661646817061733,-0.196113
45,6.24147680409784,1.3207936155687,0.877747381115498,0.577493742893077,0.321965
46,6.30002148005592,1.17524530125609,-0.583867300387228,0.773058932606694,1.177468
47,6.1182115938277,0.983553221993164,0.695338436991829,0.541948731602647,0.016044
48,5.05449993198421,0.550785479096527,-0.647667392612835,0.508468658500363,0.571728
49,4.78215548587688,0.474509256140148,0.789856718595673,0.321909850454421,1.320883
50,4.57241758083689,0.710053312214011,0.002016035904635,0.352584313067565,0.801016
51,3.78410856759239,0.602295551526625,1.23930827229255,0.477644073531075,0.666796
52,4.69684042881477,-0.653531788163919,0.444783327310123,0.717675807134638,0.62318
53,3.39248353461986,-0.511512563176711,1.60813128382223,0.847120190941341,0.646813
54,2.69139080040466,-0.306931261058331,-1.11705989715261,1.25746517552152,0.998123
55,2.34928632702516,-0.415233246688925,0.249505998150231,0.622361555602105,0.41059
56,3.02031034526198,-0.488901316543845,-0.498074749090957,0.938541955583977,0.409625
57,2.6172091507714,-0.0899088515183782,0.360909178640762,1.23220028116609,1.514382
58,2.83581571332042,0.659853037111511,0.727075434490478,0.797900095206363,0.288642
59,2.60814705971,0.786879592067094,-1.117566592553,14.8606589241593,1.075995
60,2.70503354673274,0.999657530274384,1.16958601638193,2.07150105793228,1.47171
61,3.09382951924641,0.861248225911277,0.808981154033,1.33297741530976,0.63527
62,3.45880978048996,0.12616090658008,1.44857302698065,0.699845119710305,1.313966
63,3.59972923286037,-0.523260451999699,3.66242185578243,0.572080777151855,1.193897
64,4.0348936165153,-1.09778834261424,1.39926829347432,0.55441355161499,0.621204
65,4.10410227758631,-1.62738876214621,1.69730052828023,0.537564611912228,0.432397
66,4.67051138366108,-2.04841637284256,0.727142553847272,0.465742529056552,1.042437
67,4.0727147031744,-2.68528164007194,0.585773750977053,1.20885155312733,1.02914
68,3.17837376772949,-2.26809339777339,-0.303786620991134,0.786572010831312,0.398617
69,1.98812574615295,-1.35618229595218,-0.622626841970987,0.582081755938746,0.304784
70,1.39812783446523,-1.01772953528946,0.285865858219656,1.45886921649638,0.160345
71,2.08641094387961,-1.31900377391302,0.161349754276051,1.20220031685675,-0.649584
72,4.6387510279342,-1.56969772992741,-1.07366511189739,1.1330094607815,1.973555
73,1.72927456182496,1.47167,-0.0120811100260573,0.75643673709969,-0.547241
74,0.385335744076801,1.424,0.145380207153645,0.562048477535209,0.03582
75,0.301942323181893,0.799669999999999,-0.375368841978723,0.81833071997575,1.173646
